source_id,title,provider,source_type,relevance_score,recommended_action,should_ingest,reason,estimated_download_size,estimated_cost,risk,url,query,doi,pdf_url,open_access_url,metadata
src_0631182e,"A PHYSICAL MODEL FOR SN 2001ay, A NORMAL, BRIGHT, EXTREMELY SLOW DECLINING TYPE Ia SUPERNOVA",semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/7f5c4ae5182f3f42e1637f498f17802e9d4cf321,Ia supernova light curve shape and luminosity relation,10.1088/0004-637X/753/2/105,https://iopscience.iop.org/article/10.1088/0004-637X/753/2/105/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/7f5c4ae5182f3f42e1637f498f17802e9d4cf321"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1088/0004-637X/753/2/105"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/753/2/105/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_9e84e73b,The Peculiar Type Ia Supernova 1999by: Spectroscopy at Early Epochs,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/a1c64dd206dabd341a95fbf88e5019688f388bc6,Ia supernova light curve shape and luminosity relation,10.1086/321079,https://iopscience.iop.org/article/10.1086/321079/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/a1c64dd206dabd341a95fbf88e5019688f388bc6"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1086/321079"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/321079/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_4f37fa3b,EVIDENCE FOR TYPE Ia SUPERNOVA DIVERSITY FROM ULTRAVIOLET OBSERVATIONS WITH THE HUBBLE SPACE TELESCOPE,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/a836f70f42d5961ab016aea813d4fbc46aace111,Ia supernova light curve shape and luminosity relation,10.1088/0004-637X/749/2/126,https://iopscience.iop.org/article/10.1088/0004-637X/749/2/126/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/749/2/126/pdf,"{""url"": ""https://www.semanticscholar.org/paper/a836f70f42d5961ab016aea813d4fbc46aace111"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1088/0004-637X/749/2/126"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/749/2/126/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/749/2/126/pdf"", ""selection_decision"": ""omitted""}"
src_9d82051c,Distance to the Active Galaxy NGC 6951 via the Type Ia Supernova 2000E,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/e204a64cf7b3cf95dc08a92c5189bd4bd64b68d7,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361:20010573,https://www.aanda.org/articles/aa/pdf/2001/24/aah2491.pdf,https://www.aanda.org/articles/aa/pdf/2001/24/aah2491.pdf,"{""url"": ""https://www.semanticscholar.org/paper/e204a64cf7b3cf95dc08a92c5189bd4bd64b68d7"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361:20010573"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2001/24/aah2491.pdf"", ""open_access_url"": ""https://www.aanda.org/articles/aa/pdf/2001/24/aah2491.pdf"", ""selection_decision"": ""omitted""}"
src_407dba8c,Type Ia supernova SN 2003du: optical observations,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/287a414cbffcdd4a3c810e9a7485dc760af24045,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361:20041687,https://www.aanda.org/articles/aa/pdf/2005/02/aa1687.pdf,https://www.aanda.org/articles/aa/pdf/2005/02/aa1687.pdf,"{""url"": ""https://www.semanticscholar.org/paper/287a414cbffcdd4a3c810e9a7485dc760af24045"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361:20041687"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2005/02/aa1687.pdf"", ""open_access_url"": ""https://www.aanda.org/articles/aa/pdf/2005/02/aa1687.pdf"", ""selection_decision"": ""omitted""}"
src_884b858b,Type Ia supernova diversity: white dwarf central density as a secondary parameter in three-dimensional delayed detonation models,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/bf1fe03e4330abf74040aef828584268ef4eb61a,Ia supernova light curve shape and luminosity relation,10.1111/j.1365-2966.2011.18588.x,https://arxiv.org/pdf/1012.4929,,"{""url"": ""https://www.semanticscholar.org/paper/bf1fe03e4330abf74040aef828584268ef4eb61a"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1111/j.1365-2966.2011.18588.x"", ""pdf_url"": ""https://arxiv.org/pdf/1012.4929"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_6eeaa417,Estimation of Host Galaxy Extinction for SNe Ia,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/c5255c9d41ef53f2643a9da6cf7beee5322b88ee,Ia supernova light curve shape and luminosity relation,10.3390/galaxies13060129,https://www.mdpi.com/2075-4434/13/6/129/pdf?version=1764055737,,"{""url"": ""https://www.semanticscholar.org/paper/c5255c9d41ef53f2643a9da6cf7beee5322b88ee"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.3390/galaxies13060129"", ""pdf_url"": ""https://www.mdpi.com/2075-4434/13/6/129/pdf?version=1764055737"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_b2f35026,SALT : a spectral adaptive light curve template for type Ia supernovae,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/1040b32fc4b12507c488620460bf67acedbbe6b3,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361:20053025,https://www.aanda.org/articles/aa/pdf/2005/45/aa3025-05.pdf,,"{""url"": ""https://www.semanticscholar.org/paper/1040b32fc4b12507c488620460bf67acedbbe6b3"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361:20053025"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2005/45/aa3025-05.pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_18247848,02 03 36 9 v 1 2 1 M ar 2 00 2 Models of Type Ia Supernova Explosions,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/bc4f24af0be5bc2b3dd93a1de4a3b907cfd68cdd,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/bc4f24af0be5bc2b3dd93a1de4a3b907cfd68cdd"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_b11d81c3,Strong near-infrared carbon in the Type Ia supernova iPTF13ebh,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/87976b3761281fde3affa4f8c6ede8b3ebedd5ea,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/201425297,https://www.aanda.org/articles/aa/pdf/2015/06/aa25297-14.pdf,https://www.aanda.org/articles/aa/pdf/2015/06/aa25297-14.pdf,"{""url"": ""https://www.semanticscholar.org/paper/87976b3761281fde3affa4f8c6ede8b3ebedd5ea"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/201425297"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2015/06/aa25297-14.pdf"", ""open_access_url"": ""https://www.aanda.org/articles/aa/pdf/2015/06/aa25297-14.pdf"", ""selection_decision"": ""omitted""}"
src_1f823c18,Expanding the parameter space of 2002es-like type Ia supernovae: On the underluminous sntns,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/d506ef72bd8efdc2f3d1961832771ffeb0a6ee2b,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/202553687,https://doi.org/10.1051/0004-6361/202553687,,"{""url"": ""https://www.semanticscholar.org/paper/d506ef72bd8efdc2f3d1961832771ffeb0a6ee2b"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/202553687"", ""pdf_url"": ""https://doi.org/10.1051/0004-6361/202553687"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_b5a6d593,Orbital Period Changes in Recurrent Nova T Corona Borealis Prove That It Is Not a Type Ia Supernovae Progenitor,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/9b59020f07bd673d16c9d332637c7dbb23e7386e,Ia supernova light curve shape and luminosity relation,10.3847/1538-4357/adfa16,https://doi.org/10.3847/1538-4357/adfa16,,"{""url"": ""https://www.semanticscholar.org/paper/9b59020f07bd673d16c9d332637c7dbb23e7386e"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.3847/1538-4357/adfa16"", ""pdf_url"": ""https://doi.org/10.3847/1538-4357/adfa16"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_955f0d1b,Characterising the Standardisation Properties of Type Ia Supernovae in the z band with Hierarchical Bayesian Modelling,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/e507d506bf57bf3caff97d482afb92f5ac61ae02,Ia supernova light curve shape and luminosity relation,10.1093/mnras/staf1056,https://academic.oup.com/mnras/advance-article-pdf/doi/10.1093/mnras/staf1056/63627512/staf1056.pdf,,"{""url"": ""https://www.semanticscholar.org/paper/e507d506bf57bf3caff97d482afb92f5ac61ae02"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1093/mnras/staf1056"", ""pdf_url"": ""https://academic.oup.com/mnras/advance-article-pdf/doi/10.1093/mnras/staf1056/63627512/staf1056.pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_5a1ed33d,Early identification of Type I supernova light curves,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/59a2343c999bbfdd7931e5e0c9f3eceb939d21b8,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/59a2343c999bbfdd7931e5e0c9f3eceb939d21b8"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_b5c10c43,TYPE Ia SUPERNOVA HUBBLE RESIDUALS AND HOST-GALAXY PROPERTIES,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/4e50d8a4d5bfb4d84ddbce6a4c151fdf2852f40f,Ia supernova light curve shape and luminosity relation,10.1088/0004-637X/784/1/51,https://iopscience.iop.org/article/10.1088/0004-637X/784/1/51/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/784/1/51/pdf,"{""url"": ""https://www.semanticscholar.org/paper/4e50d8a4d5bfb4d84ddbce6a4c151fdf2852f40f"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1088/0004-637X/784/1/51"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/784/1/51/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/784/1/51/pdf"", ""selection_decision"": ""omitted""}"
src_d7ecc3ef,The Standardizability of Type Ia Supernovae in the Near-Infrared: Evidence for a Peak-Luminosity Versus Decline-Rate Relation in the Near-Infrared,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/f5f99c394319555062b6156855a78d1e451f51f4,Ia supernova light curve shape and luminosity relation,10.1086/664734,https://iopscience.iop.org/article/10.1086/664734/pdf,https://iopscience.iop.org/article/10.1086/664734/pdf,"{""url"": ""https://www.semanticscholar.org/paper/f5f99c394319555062b6156855a78d1e451f51f4"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1086/664734"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/664734/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/664734/pdf"", ""selection_decision"": ""omitted""}"
src_daf6b58d,THE GOLDEN STANDARD TYPE Ia SUPERNOVA 2005cf: OBSERVATIONS FROM THE ULTRAVIOLET TO THE NEAR-INFRARED WAVEBANDS,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/e113db102cacb28c85e6f1afcc430c61b017bc7a,Ia supernova light curve shape and luminosity relation,10.1088/0004-637X/697/1/380,https://iopscience.iop.org/article/10.1088/0004-637X/697/1/380/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/697/1/380/pdf,"{""url"": ""https://www.semanticscholar.org/paper/e113db102cacb28c85e6f1afcc430c61b017bc7a"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1088/0004-637X/697/1/380"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/697/1/380/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/697/1/380/pdf"", ""selection_decision"": ""omitted""}"
src_b4cd583e,The slowly declining type Ia supernova 2008fv and the near-infrared second maximum,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/cef280d00cc190824168a034bcc9cdf15a3c92b7,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/201014160,https://www.aanda.org/10.1051/0004-6361/201014160/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/cef280d00cc190824168a034bcc9cdf15a3c92b7"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/201014160"", ""pdf_url"": ""https://www.aanda.org/10.1051/0004-6361/201014160/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_40bd1c30,METALLICITY AS A SOURCE OF DISPERSION IN THE SNIa BOLOMETRIC LIGHT CURVE LUMINOSITY–WIDTH RELATIONSHIP,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/dc97d548a45683f78d179c8ef95e422f95b16d96,Ia supernova light curve shape and luminosity relation,10.1088/2041-8205/711/2/L66,https://iopscience.iop.org/article/10.1088/2041-8205/711/2/L66/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/dc97d548a45683f78d179c8ef95e422f95b16d96"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1088/2041-8205/711/2/L66"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/2041-8205/711/2/L66/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_8289340c,Two-population model of type Ia supernovae and their associations with host galaxies in ZTF DR2,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/38f9071964c96da8d2f4b9ce4add2b2ed8e00058,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/38f9071964c96da8d2f4b9ce4add2b2ed8e00058"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_10c15773,THE DISCOVERY OF A GRAVITATIONALLY LENSED SUPERNOVA IA AT REDSHIFT 2.22,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/a70af809efe35f78fe3c5f600d57a6b4cff3b616,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/a70af809efe35f78fe3c5f600d57a6b4cff3b616"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_304dc524,ZTF SN Ia DR2: Colour standardisation of type Ia supernovae and its dependence on the environment,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/9af368e7d067152a29009b2e363f3cac5c2cde64,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/202450943,https://www.aanda.org/articles/aa/pdf/2025/02/aa50943-24.pdf,,"{""url"": ""https://www.semanticscholar.org/paper/9af368e7d067152a29009b2e363f3cac5c2cde64"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/202450943"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2025/02/aa50943-24.pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_6a325fa0,Lawrence Berkeley National Laboratory Lawrence Berkeley National Laboratory Title Type Ia Supernova Hubble Residuals and Host-Galaxy Properties Permalink,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/d5920c0570f2f84fed9c7848fba2a22c52a139e6,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/d5920c0570f2f84fed9c7848fba2a22c52a139e6"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_ad09ade0,Type Ia Supernova Hubble Residuals and Host-Galaxy Properties - eScholarship,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/da2049f688a990491a542f03123adb6abd7fec42,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/da2049f688a990491a542f03123adb6abd7fec42"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_d802b1ae,Direct Analysis of Spectra of the Peculiar Type Ia Supernova 2000cx,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/d815b886f75c83a07db1a4066d39d9d67e4cf8ff,Ia supernova light curve shape and luminosity relation,10.1086/382950,https://iopscience.iop.org/article/10.1086/382950/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/d815b886f75c83a07db1a4066d39d9d67e4cf8ff"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1086/382950"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/382950/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_eb992762,The Discovery of a Gravitationally Lensed Supernova Ia at Redshift 2.22,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/a250adc2b13013c192db34b3011639e9c9d6e0ab,Ia supernova light curve shape and luminosity relation,10.3847/1538-4357/aad565,https://iopscience.iop.org/article/10.3847/1538-4357/aad565/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/a250adc2b13013c192db34b3011639e9c9d6e0ab"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.3847/1538-4357/aad565"", ""pdf_url"": ""https://iopscience.iop.org/article/10.3847/1538-4357/aad565/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_e3f38d7f,ZTF SN Ia DR2: Impact of the galaxy cluster environment on the stretch distribution of Type Ia supernovae,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/e082442bdba31a1518aebb0db73d25bd7978ce0c,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/202450956,https://doi.org/10.1051/0004-6361/202450956,,"{""url"": ""https://www.semanticscholar.org/paper/e082442bdba31a1518aebb0db73d25bd7978ce0c"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/202450956"", ""pdf_url"": ""https://doi.org/10.1051/0004-6361/202450956"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_e70ac888,Modeling the diversity of type Ia supernova explosions,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/073854dcbe31011df05dd64c676c6baafe25a522,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/073854dcbe31011df05dd64c676c6baafe25a522"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_6f621798,Light Curve Properties of Supernovae Associated With Gamma-ray Bursts,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/2c78580f05ff0d7b93a2e695454f236b92d38a42,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/2c78580f05ff0d7b93a2e695454f236b92d38a42"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_1a5b1655,ZTF SN Ia DR2 follow-up: Characterization of subluminous Type Ia supernovae in the ZTF DR2 full sample,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/34b77c17916611330e6c21a771422a504618c2a8,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/202555976,https://doi.org/10.1051/0004-6361/202555976,,"{""url"": ""https://www.semanticscholar.org/paper/34b77c17916611330e6c21a771422a504618c2a8"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/202555976"", ""pdf_url"": ""https://doi.org/10.1051/0004-6361/202555976"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_b4b37a29,Underluminous 1991bg-like Type Ia supernovae are standardizable candles,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/244a3ae344979c2d9add00263eb9ce6e00276ee9,Ia supernova light curve shape and luminosity relation,10.1093/mnras/stae949,https://academic.oup.com/mnras/advance-article-pdf/doi/10.1093/mnras/stae949/57211912/stae949.pdf,,"{""url"": ""https://www.semanticscholar.org/paper/244a3ae344979c2d9add00263eb9ce6e00276ee9"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1093/mnras/stae949"", ""pdf_url"": ""https://academic.oup.com/mnras/advance-article-pdf/doi/10.1093/mnras/stae949/57211912/stae949.pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_a6d47bd1,Geometric Interpretation of the Redshift Evolution of H_0(z),semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/56216e1f635a907aaa870b31a9b3be011059d17b,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/56216e1f635a907aaa870b31a9b3be011059d17b"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_58138fb5,A hierarchical Bayesian framework for cosmology using Type 1 AGN variability,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/02ccdb2b29d1e3ef0ae52d957b9303b33645fe1e,Ia supernova light curve shape and luminosity relation,,,,"{""url"": ""https://www.semanticscholar.org/paper/02ccdb2b29d1e3ef0ae52d957b9303b33645fe1e"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": null, ""pdf_url"": null, ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_6273e6a7,Inspecting the Cepheid Distance Ladder: the Hubble Space Telescope Distance to the SN Ia Host Galaxy NGC 5584,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/a381ff4c8fc70d056cbc54c0cbc7764a6fb04969,Ia supernova light curve shape and luminosity relation,10.3847/1538-4357/abe7e5,https://iopscience.iop.org/article/10.3847/1538-4357/abe7e5/pdf,,"{""url"": ""https://www.semanticscholar.org/paper/a381ff4c8fc70d056cbc54c0cbc7764a6fb04969"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.3847/1538-4357/abe7e5"", ""pdf_url"": ""https://iopscience.iop.org/article/10.3847/1538-4357/abe7e5/pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
src_f7560a4a,The Case against the progenitor's carbon - to - oxygen ratio as a source of peak luminosity variations in Type Ia supernovae,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/7dc6db3196f6cac0caa3d23f49e53d0d9d7e9286,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361:20040135,https://www.aanda.org/articles/aa/pdf/2004/22/aagc172.pdf,https://www.aanda.org/articles/aa/pdf/2004/22/aagc172.pdf,"{""url"": ""https://www.semanticscholar.org/paper/7dc6db3196f6cac0caa3d23f49e53d0d9d7e9286"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361:20040135"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2004/22/aagc172.pdf"", ""open_access_url"": ""https://www.aanda.org/articles/aa/pdf/2004/22/aagc172.pdf"", ""selection_decision"": ""omitted""}"
src_4b6153c2,A sample of dust attenuation laws for Dark Energy Survey supernova host galaxies,semantic_scholar,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://www.semanticscholar.org/paper/853656943b73ecd5ccd4aff6868dfcf673e6ec88,Ia supernova light curve shape and luminosity relation,10.1051/0004-6361/202346534,https://www.aanda.org/articles/aa/pdf/forth/aa46534-23.pdf,,"{""url"": ""https://www.semanticscholar.org/paper/853656943b73ecd5ccd4aff6868dfcf673e6ec88"", ""query"": ""Ia supernova light curve shape and luminosity relation"", ""doi"": ""10.1051/0004-6361/202346534"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/forth/aa46534-23.pdf"", ""open_access_url"": null, ""selection_decision"": ""omitted""}"
